symbol,date,open,high,low,close,volume,adjclose,splits
DAVE,2021-04-26,313.6000061035156,313.6000061035156,313.6000061035156,313.6000061035156,3,313.6000061035156,0.0
DAVE,2021-04-27,313.6000061035156,320.0,313.6000061035156,320.0,44,320.0,0.0
DAVE,2021-04-28,315.20001220703125,315.20001220703125,312.0,312.32000732421875,69,312.32000732421875,0.0
DAVE,2021-04-29,312.32000732421875,319.67999267578125,312.32000732421875,315.5199890136719,153,315.5199890136719,0.0
DAVE,2021-04-30,315.5199890136719,315.5199890136719,314.8800048828125,315.5199890136719,59,315.5199890136719,0.0
DAVE,2021-05-03,318.0799865722656,318.0799865722656,316.4800109863281,316.4800109863281,216,316.4800109863281,0.0
DAVE,2021-05-04,316.4800109863281,316.4800109863281,316.4800109863281,316.4800109863281,0,316.4800109863281,0.0
DAVE,2021-05-05,313.2799987792969,313.2799987792969,313.2799987792969,313.2799987792969,31,313.2799987792969,0.0
DAVE,2021-05-06,313.2799987792969,313.2799987792969,313.2799987792969,313.2799987792969,0,313.2799987792969,0.0
DAVE,2021-05-07,312.3840026855469,312.3840026855469,312.3840026855469,312.3840026855469,6,312.3840026855469,0.0
DAVE,2021-05-10,312.57598876953125,312.57598876953125,312.57598876953125,312.57598876953125,6,312.57598876953125,0.0
DAVE,2021-05-11,312.57598876953125,312.57598876953125,312.57598876953125,312.57598876953125,0,312.57598876953125,0.0
DAVE,2021-05-12,312.57598876953125,312.57598876953125,312.57598876953125,312.57598876953125,0,312.57598876953125,0.0
DAVE,2021-05-13,312.57598876953125,312.57598876953125,312.57598876953125,312.57598876953125,0,312.57598876953125,0.0
DAVE,2021-05-14,312.0,312.0,311.0400085449219,312.0,378,312.0,0.0
DAVE,2021-05-17,312.0,312.0,312.0,312.0,0,312.0,0.0
DAVE,2021-05-18,312.0,312.0,312.0,312.0,0,312.0,0.0
DAVE,2021-05-19,316.79998779296875,316.79998779296875,309.1199951171875,311.67999267578125,575,311.67999267578125,0.0
DAVE,2021-05-20,311.67999267578125,311.67999267578125,311.67999267578125,311.67999267578125,0,311.67999267578125,0.0
DAVE,2021-05-21,311.67999267578125,311.67999267578125,311.67999267578125,311.67999267578125,0,311.67999267578125,0.0
DAVE,2021-05-24,311.67999267578125,311.67999267578125,311.67999267578125,311.67999267578125,0,311.67999267578125,0.0
